i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,i20,i21,i22,i23,i24,i25,i26,i27,i28,i29,i30,i31,i32,i33,i34,i35,i36,i37,i38,i39,i40,i41,i42,i43,i44,i45,i46,i47,i48,i49,i50,i51,i52,i53,i54,i55,i56,i57,i58,i59,i60,i61,i62,i63,i64,i65,i66,i67,Recid,o1,o2,o3
2,0,2,2,2,2,0,0,0,NA,0,0,0,0,0,0,3,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,5,4,6,5,NA,0,5,3,0,0,NA,NA,1,1,0,NA,1,6,NA,0,NA,2,NA,0,5,4,NA,1,7,NA,1,5,0,0,0,0,1,NA,NA,2628,1,4,NA
3,0,2,3,3,NA,3,2,0,NA,0,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,NA,NA,NA,NA,5,4,5,2,0,0,3,0,0,0,NA,NA,0,0,0,NA,0,1,NA,0,NA,1,0,0,5,5,2,0,0,0,0,5,4,0,0,0,0,NA,NA,2629,1,4,NA
NA,NA,1,1,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,4,NA,5,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2630,1,4,NA
3,1,2,2,2,2,3,1,0,0,0,1,0,0,0,2,2,1,3,NA,NA,0,0,0,NA,NA,NA,NA,5,4,6,4,0,0,6,0,0,0,NA,NA,0,1,0,NA,0,3,3,0,0,NA,NA,NA,5,NA,NA,0,NA,NA,NA,4,NA,0,NA,1,NA,NA,NA,2631,1,4,NA
NA,NA,0,5,4,NA,5,2,0,NA,0,NA,NA,NA,NA,3,NA,NA,NA,3,NA,0,0,NA,NA,NA,NA,NA,5,NA,5,NA,0,NA,6,NA,0,NA,NA,NA,1,2,0,NA,0,3,NA,1,NA,2,0,NA,6,NA,2,0,NA,0,NA,4,NA,3,NA,0,NA,NA,NA,2632,1,4,NA
4,0,0,3,3,3,4,3,0,NA,0,NA,NA,NA,0,1,3,0,2,3,0,0,0,0,NA,NA,NA,NA,5,4,4,3,0,0,3,0,0,0,NA,NA,1,1,0,NA,2,2,3,1,0,1,0,0,5,4,NA,1,0,NA,0,5,0,0,0,1,1,NA,NA,2633,1,4,NA
1,0,1,3,3,2,2,2,0,0,0,NA,0,0,0,4,3,0,2,2,2,0,0,0,NA,NA,NA,NA,5,5,5,0,0,0,4,3,0,0,NA,NA,1,1,0,NA,0,3,3,0,0,0,0,0,5,4,1,0,0,0,0,4,0,0,0,1,0,NA,NA,2634,1,4,NA
3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,4,3,1,0,0,0,0,0,NA,NA,0,0,0,NA,0,1,2,0,0,0,NA,0,5,4,0,0,0,0,0,4,0,0,0,0,0,NA,NA,2635,1,4,NA
4,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,5,4,1,0,2,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,0,0,2,5,5,0,0,0,0,0,3,2,0,0,0,0,NA,NA,2636,1,4,NA
3,0,0,3,2,3,4,2,0,NA,0,NA,0,0,4,2,4,2,2,NA,1,NA,NA,0,NA,NA,NA,NA,5,4,5,2,0,0,0,0,0,0,NA,NA,2,2,0,NA,0,1,3,0,0,0,NA,2,NA,5,NA,0,0,NA,1,NA,4,NA,0,1,0,NA,NA,2637,1,4,NA
3,NA,2,0,1,1,0,0,0,NA,0,NA,0,2,0,3,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,5,5,6,4,0,0,7,2,0,0,NA,NA,0,0,0,NA,0,6,2,0,0,0,0,2,5,4,0,4,0,0,1,5,0,0,0,0,0,NA,NA,2638,1,4,NA
3,1,2,1,0,1,0,0,1,NA,0,NA,0,0,0,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,4,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,1,3,0,0,NA,0,2,5,4,NA,0,0,0,0,3,0,0,0,0,0,NA,NA,2639,1,4,NA
3,0,0,2,2,NA,2,0,0,NA,0,NA,0,0,0,3,NA,0,0,2,2,0,0,0,NA,NA,NA,NA,5,NA,5,NA,0,NA,3,NA,0,NA,NA,NA,0,0,0,NA,0,1,NA,0,NA,0,0,NA,5,NA,0,0,NA,0,0,5,NA,0,NA,0,NA,NA,NA,2640,1,4,NA
3,0,2,2,2,3,2,1,0,NA,0,NA,0,0,2,NA,4,0,2,0,0,0,0,0,NA,NA,NA,NA,6,5,4,3,0,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,1,3,0,0,1,NA,2,5,4,0,1,NA,NA,0,4,0,0,0,NA,0,NA,NA,2641,1,4,NA
3,0,0,2,1,1,2,2,0,NA,0,NA,0,0,1,0,3,0,0,0,0,0,0,0,NA,NA,NA,NA,5,5,5,4,0,0,5,0,0,0,NA,NA,1,1,0,NA,0,1,1,0,0,NA,NA,0,NA,4,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,2642,1,4,NA
3,0,1,2,2,1,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,5,3,0,0,6,5,0,0,NA,NA,0,0,0,NA,0,1,4,0,0,2,0,1,5,4,0,0,0,0,0,4,0,0,0,1,0,NA,NA,2643,1,4,NA
2,0,1,1,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,3,5,5,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,3,1,1,1,0,2,2,2,6,6,0,0,0,0,1,3,4,3,2,0,0,NA,NA,2644,1,4,NA
4,0,2,2,2,1,0,1,0,NA,0,NA,0,0,0,2,2,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,6,5,6,2,1,4,4,2,0,0,NA,NA,1,1,0,NA,0,1,4,0,0,0,NA,1,5,4,0,0,0,0,0,3,0,0,0,1,1,NA,NA,2645,1,4,NA
3,0,0,3,5,NA,4,2,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,5,NA,1,NA,NA,NA,0,NA,0,NA,NA,NA,1,1,0,NA,1,1,3,0,0,3,0,NA,5,NA,0,0,NA,0,NA,5,NA,0,NA,0,NA,NA,NA,2646,1,4,NA
3,NA,1,2,2,NA,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,4,4,5,NA,1,NA,2,0,0,NA,NA,NA,0,0,0,NA,2,3,NA,0,NA,0,0,2,5,4,0,0,0,0,1,4,0,0,0,0,0,NA,NA,2647,1,4,NA
1,NA,0,4,3,NA,5,3,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,NA,NA,NA,NA,5,5,5,NA,2,NA,3,0,0,0,NA,NA,1,1,0,NA,0,6,9,0,0,0,0,2,5,4,0,0,NA,0,0,5,0,0,0,0,1,NA,NA,2648,1,4,NA
3,0,3,1,1,1,0,0,0,NA,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,5,5,5,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,4,5,0,0,1,NA,2,5,4,0,0,0,1,1,4,0,0,0,1,1,NA,NA,2649,1,4,NA
4,0,2,0,1,1,0,0,0,NA,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,4,5,2,0,0,4,0,0,NA,NA,NA,1,0,0,NA,0,2,6,0,0,0,0,2,5,4,0,0,0,0,0,4,0,0,0,1,1,NA,NA,2650,1,4,NA
3,0,1,2,1,2,2,1,0,NA,0,NA,0,0,2,1,2,0,4,0,NA,0,0,0,NA,NA,NA,NA,5,5,5,3,3,1,6,0,0,1,NA,NA,0,0,0,NA,2,2,7,0,0,2,0,NA,6,NA,0,0,0,1,NA,5,NA,NA,NA,0,0,NA,NA,2651,1,4,NA
3,0,1,1,1,1,0,1,0,NA,0,NA,0,NA,0,1,3,0,3,0,2,0,1,1,NA,NA,NA,NA,5,NA,5,NA,2,NA,2,NA,0,NA,NA,NA,0,0,0,NA,0,1,4,1,0,0,0,NA,5,NA,0,0,NA,0,NA,4,NA,0,NA,1,NA,NA,NA,2652,1,4,NA
2,0,1,4,3,2,3,3,0,NA,0,NA,0,0,0,0,2,0,1,0,0,0,0,0,NA,NA,NA,NA,5,4,4,3,2,0,4,4,0,0,NA,NA,1,1,0,NA,0,3,3,0,0,0,2,0,5,4,0,1,1,0,0,5,0,0,0,1,0,NA,NA,2653,1,4,NA
3,0,0,2,1,2,4,3,0,NA,0,NA,0,0,1,1,3,0,3,1,2,0,0,0,NA,NA,NA,NA,5,5,NA,2,NA,0,4,0,0,0,NA,NA,0,0,0,NA,1,3,6,0,0,0,NA,NA,5,4,0,1,1,NA,1,4,0,0,0,1,1,NA,NA,2654,1,4,NA
4,0,2,2,2,1,0,0,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,5,5,5,3,NA,0,3,0,0,0,NA,NA,1,1,0,NA,0,2,7,0,0,0,0,NA,5,4,0,0,0,0,NA,4,0,0,0,1,1,NA,NA,2655,1,4,NA
3,0,0,4,3,2,5,4,0,NA,0,NA,0,0,2,0,2,NA,2,2,3,0,0,0,NA,NA,NA,NA,5,5,5,2,3,NA,2,0,0,0,NA,NA,1,1,0,NA,0,2,2,1,1,3,NA,1,5,6,1,1,0,0,0,5,5,0,NA,1,1,NA,NA,2656,1,4,NA
NA,NA,2,1,2,1,2,0,0,NA,0,NA,0,0,0,3,0,0,2,2,3,0,0,0,NA,NA,NA,NA,5,5,5,5,0,0,3,0,0,0,NA,NA,0,0,0,NA,0,3,8,0,0,3,NA,2,5,NA,0,0,0,NA,1,4,NA,0,NA,0,1,NA,NA,2657,1,4,NA
NA,NA,2,1,1,1,0,0,0,NA,0,NA,0,0,0,0,NA,NA,1,0,2,0,0,0,NA,NA,NA,NA,5,5,5,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,0,3,7,0,0,2,1,NA,NA,NA,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,2658,1,4,NA
2,0,0,4,4,3,3,3,0,NA,0,NA,0,0,0,0,2,1,4,3,3,0,0,0,NA,NA,NA,NA,5,4,4,0,3,0,1,1,0,0,NA,NA,2,2,0,NA,1,3,9,0,0,4,0,2,5,5,2,1,0,1,0,2,2,0,0,1,1,NA,NA,2659,1,4,NA
3,1,1,2,1,2,3,1,0,NA,0,NA,NA,NA,NA,NA,3,2,1,2,2,0,0,0,NA,NA,NA,NA,5,NA,5,NA,0,NA,3,NA,0,NA,NA,NA,1,1,0,NA,0,5,8,0,0,0,0,0,6,NA,0,0,0,0,0,4,NA,3,NA,1,0,NA,NA,2660,1,4,NA
3,NA,2,3,3,2,3,2,0,NA,0,NA,0,NA,0,0,4,1,2,NA,NA,0,0,0,NA,NA,NA,NA,5,4,4,2,0,0,0,0,0,0,NA,NA,1,1,0,NA,0,3,3,0,0,0,0,2,6,6,2,0,0,1,1,3,4,3,3,0,1,NA,NA,2661,1,4,NA
3,0,0,3,3,3,2,2,0,NA,0,NA,0,0,5,6,6,1,3,0,0,0,0,1,NA,NA,NA,NA,5,4,5,4,1,2,4,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2662,1,4,NA
3,0,1,3,2,1,2,2,0,NA,0,NA,0,0,3,0,0,0,1,2,3,0,0,0,NA,NA,NA,NA,5,4,5,0,2,0,3,0,0,0,NA,NA,1,1,0,NA,0,2,2,0,0,3,0,2,5,4,1,0,0,1,0,5,0,0,0,0,0,NA,NA,2663,1,4,NA
3,0,1,3,2,1,1,1,0,NA,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,5,3,6,3,1,NA,5,0,0,NA,NA,NA,0,0,0,NA,0,1,3,0,0,2,0,NA,5,NA,1,1,NA,0,0,5,NA,0,NA,3,NA,NA,NA,2664,1,4,NA
3,1,1,2,1,1,1,1,0,NA,0,NA,0,NA,0,2,4,0,0,2,3,0,0,0,NA,NA,NA,NA,5,5,4,NA,1,NA,2,7,0,0,NA,NA,2,2,0,NA,2,1,3,0,0,2,NA,2,5,NA,1,0,0,1,0,3,NA,0,0,0,NA,NA,NA,2665,1,4,NA
3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,NA,2,1,3,0,0,2,NA,2,5,NA,1,0,0,1,0,3,NA,0,0,0,NA,NA,NA,2666,1,4,NA
NA,NA,1,2,2,1,1,1,0,NA,0,NA,0,0,NA,0,2,0,1,NA,0,NA,NA,0,NA,NA,NA,NA,4,4,5,2,NA,0,NA,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,4,NA,0,NA,NA,NA,5,4,0,NA,NA,NA,NA,3,0,0,0,0,0,NA,NA,2667,1,4,NA
3,0,1,3,2,2,2,2,0,NA,0,NA,0,NA,3,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,5,5,5,3,2,0,1,0,0,0,NA,NA,1,1,0,NA,1,1,1,0,1,2,0,NA,5,NA,2,1,0,0,1,5,NA,0,NA,1,NA,NA,NA,2668,1,4,NA
3,NA,1,2,2,2,0,0,0,NA,0,NA,0,0,1,2,3,1,3,1,NA,0,0,0,NA,NA,NA,NA,5,4,5,NA,1,NA,0,NA,0,NA,NA,NA,1,1,0,NA,2,1,1,0,0,0,NA,0,5,4,0,0,0,0,0,5,0,0,0,1,1,NA,NA,2669,1,4,NA
NA,NA,1,1,1,1,0,1,0,NA,0,NA,NA,NA,0,NA,NA,0,2,0,2,0,0,0,NA,NA,NA,NA,4,4,5,0,1,0,5,0,0,NA,NA,NA,0,0,0,NA,0,1,3,0,0,3,0,2,6,NA,1,0,0,0,1,4,NA,3,NA,1,1,NA,NA,2670,1,4,NA
3,0,1,1,2,1,0,0,0,NA,0,NA,0,0,2,2,5,0,4,0,0,0,0,0,NA,NA,NA,NA,5,4,5,5,NA,0,7,4,0,0,NA,NA,0,1,0,NA,0,3,7,0,0,2,0,2,5,4,0,0,0,0,0,5,0,0,0,1,1,NA,NA,2671,1,4,NA
3,0,2,1,1,1,0,0,0,NA,0,NA,0,0,0,0,2,0,2,0,0,0,0,0,NA,NA,NA,NA,4,NA,5,NA,0,NA,3,NA,0,NA,NA,NA,0,0,0,NA,3,2,3,0,0,0,0,NA,5,NA,1,0,NA,0,NA,4,NA,0,NA,1,NA,NA,NA,2672,1,4,NA
3,0,1,2,2,2,1,0,0,NA,0,NA,0,2,0,3,3,1,2,1,0,0,0,0,NA,NA,NA,NA,5,5,6,4,3,1,4,0,0,0,NA,NA,1,1,1,NA,0,3,6,0,0,1,0,2,5,5,0,0,0,0,1,5,2,0,0,1,1,NA,NA,2673,1,4,NA
NA,NA,1,1,1,2,0,0,0,0,0,0,NA,NA,0,0,4,1,0,0,0,0,0,0,NA,NA,NA,NA,5,4,5,4,NA,NA,0,0,0,0,NA,NA,1,1,0,0,0,2,5,0,0,NA,NA,NA,5,4,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,2674,1,4,NA
NA,NA,2,1,2,2,0,0,0,NA,0,NA,0,0,4,6,5,0,2,NA,0,NA,NA,0,NA,NA,NA,NA,5,4,6,4,NA,NA,7,2,0,0,NA,NA,1,1,0,NA,2,NA,7,NA,0,NA,NA,0,5,4,NA,NA,1,NA,0,3,0,0,0,0,0,NA,NA,2675,1,4,NA
3,0,1,2,3,1,1,1,1,NA,0,NA,0,0,0,0,NA,NA,2,1,2,0,0,0,NA,NA,NA,NA,5,5,5,3,NA,0,5,0,0,0,NA,NA,1,1,0,NA,0,0,4,0,0,3,NA,2,NA,4,0,NA,NA,1,0,NA,0,NA,0,1,1,NA,NA,2676,1,4,NA
3,0,2,1,1,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,6,4,4,1,0,5,0,0,0,NA,NA,1,0,0,NA,0,1,5,0,0,0,0,2,5,4,0,0,0,0,1,5,0,0,0,1,1,NA,NA,2677,1,4,NA
3,0,1,3,2,1,1,1,0,NA,0,NA,0,0,1,2,0,NA,2,2,0,0,0,0,NA,NA,NA,NA,5,NA,5,NA,1,NA,4,NA,0,NA,NA,NA,1,1,0,NA,1,1,4,0,0,3,2,NA,6,NA,1,0,NA,0,0,5,NA,2,NA,1,NA,NA,NA,2678,1,4,NA
1,0,0,1,1,1,1,1,0,NA,0,NA,0,0,1,1,2,1,0,0,0,0,0,0,NA,NA,NA,NA,5,5,5,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,2,4,1,0,1,0,0,5,5,0,1,0,0,0,1,2,0,0,0,0,NA,NA,2679,1,4,NA
NA,NA,2,0,1,2,0,1,0,NA,0,NA,0,0,0,0,1,0,2,0,2,0,0,0,NA,NA,NA,NA,5,4,4,0,0,2,NA,NA,NA,NA,NA,NA,0,0,0,NA,2,2,4,0,0,0,NA,NA,4,4,0,NA,1,0,0,0,0,0,0,0,0,NA,NA,2680,1,4,NA
4,0,1,2,2,1,1,1,0,NA,0,NA,NA,NA,4,3,3,0,2,0,0,0,0,0,NA,NA,NA,NA,5,5,5,NA,1,NA,3,NA,0,NA,NA,NA,2,1,0,NA,0,1,3,0,0,3,0,2,5,4,0,0,1,0,0,2,0,0,0,0,0,NA,NA,2681,1,4,NA
3,0,1,3,NA,2,2,NA,NA,NA,1,NA,NA,NA,1,NA,1,0,2,2,2,0,0,0,NA,NA,NA,NA,6,5,5,0,2,0,0,0,NA,0,NA,NA,1,1,0,NA,3,2,NA,0,NA,1,0,NA,6,4,1,NA,0,0,NA,5,0,2,0,0,0,NA,NA,2682,1,4,NA
4,0,1,2,2,1,2,0,0,NA,0,NA,0,NA,0,6,3,0,0,NA,0,0,0,0,NA,NA,NA,NA,4,4,NA,4,NA,0,NA,0,0,0,NA,NA,0,0,0,NA,0,6,3,0,0,2,NA,NA,5,5,0,0,0,0,NA,5,2,0,0,1,NA,NA,NA,2683,1,4,NA
3,0,2,2,1,1,0,0,0,NA,0,NA,NA,NA,3,0,2,0,0,3,2,0,0,0,NA,NA,NA,NA,5,4,5,NA,NA,NA,3,NA,0,0,NA,NA,1,1,0,NA,3,3,4,0,0,NA,NA,2,5,5,NA,1,0,NA,0,5,2,0,0,NA,0,NA,NA,2684,1,4,NA
NA,NA,1,3,2,2,1,1,0,NA,0,NA,0,0,3,0,4,1,5,0,0,0,0,0,NA,NA,NA,NA,4,4,5,3,0,0,0,0,0,0,NA,NA,2,2,0,NA,4,3,3,0,0,2,0,NA,5,4,0,1,0,0,0,5,0,0,0,0,NA,NA,NA,2685,1,4,NA
3,0,0,1,2,1,1,1,0,NA,0,NA,0,NA,0,3,2,0,0,0,0,0,0,0,NA,NA,NA,NA,5,5,5,3,1,1,0,0,0,0,NA,NA,0,0,0,NA,0,3,3,0,0,1,0,2,5,NA,1,0,0,0,0,4,NA,0,NA,1,0,NA,NA,2686,1,4,NA
1,1,0,4,NA,3,3,NA,1,NA,0,NA,0,NA,0,NA,3,0,NA,2,2,0,0,0,NA,NA,NA,NA,5,4,5,4,2,0,2,0,0,0,NA,NA,2,2,0,NA,NA,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2687,1,4,NA
3,0,1,1,2,1,1,1,0,NA,0,NA,0,0,2,2,NA,NA,5,2,2,0,0,0,NA,NA,NA,NA,5,4,5,4,1,NA,0,0,0,NA,NA,NA,1,1,0,NA,2,1,6,0,0,4,0,NA,5,NA,2,0,NA,0,0,5,NA,0,NA,0,NA,NA,NA,2688,1,4,NA
3,0,1,1,1,1,0,0,0,NA,0,NA,0,0,1,1,NA,NA,3,0,2,0,0,0,NA,NA,NA,NA,5,4,NA,NA,NA,NA,2,0,NA,NA,NA,NA,0,0,0,NA,0,1,3,0,0,NA,NA,0,5,NA,0,0,0,NA,NA,3,NA,0,NA,NA,0,NA,NA,2689,1,4,NA
3,0,1,2,2,1,1,0,0,NA,0,NA,0,0,0,0,0,0,1,2,2,0,0,0,NA,NA,NA,NA,5,5,5,4,0,0,2,0,0,0,NA,NA,0,0,0,NA,0,1,9,0,0,1,0,NA,5,4,0,0,0,0,0,5,0,0,0,0,1,NA,NA,2690,1,4,NA
3,0,0,2,3,2,2,2,0,NA,0,NA,0,0,0,2,4,2,5,0,0,0,0,0,NA,NA,NA,NA,5,5,5,3,0,0,0,0,0,0,NA,NA,1,1,0,NA,4,1,1,0,0,2,0,2,5,NA,0,0,0,0,0,4,NA,0,NA,1,1,NA,NA,2691,1,4,NA
3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,5,5,5,2,1,0,7,2,0,0,NA,NA,0,0,0,NA,0,2,7,0,0,2,2,NA,6,NA,0,0,0,0,NA,5,NA,2,NA,1,NA,NA,NA,2692,1,4,NA
3,0,1,1,1,1,0,0,0,1,0,0,0,0,3,1,1,0,2,0,0,0,0,0,NA,NA,NA,NA,5,5,6,4,NA,0,1,0,0,5,NA,NA,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,4,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,2693,1,4,NA
3,0,1,2,1,0,1,1,0,NA,0,NA,0,0,0,0,2,0,2,1,NA,0,0,0,NA,NA,NA,NA,6,5,4,NA,2,NA,0,0,0,0,NA,NA,1,1,0,NA,0,3,7,0,0,1,0,0,5,5,0,0,0,0,0,5,5,0,0,0,0,NA,NA,2694,1,4,NA
4,0,0,3,2,NA,2,2,0,NA,0,NA,NA,NA,3,5,NA,NA,0,3,0,0,0,0,NA,NA,NA,NA,5,4,5,NA,0,NA,4,0,0,0,NA,NA,NA,1,0,NA,2,0,3,0,0,3,0,2,5,NA,0,0,0,0,1,5,NA,0,NA,1,0,NA,NA,2695,1,4,NA
3,0,1,4,3,2,4,2,0,0,0,1,0,0,2,1,3,1,3,1,3,0,0,0,NA,NA,NA,NA,6,5,5,0,2,0,4,2,0,0,NA,NA,3,1,0,NA,0,3,3,0,0,0,0,0,5,5,0,1,0,0,0,4,2,0,0,1,1,NA,NA,2696,1,4,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,NA,0,3,3,0,0,0,0,0,5,5,0,1,0,0,0,4,2,0,0,1,1,NA,NA,2697,1,4,NA
3,1,2,3,1,NA,0,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,NA,2,0,0,0,NA,NA,NA,NA,5,5,5,2,NA,NA,1,0,0,0,NA,NA,1,1,0,NA,0,3,7,0,0,2,NA,NA,5,5,0,1,0,0,0,5,2,0,0,1,NA,NA,NA,2698,1,4,NA
3,0,1,2,2,NA,1,0,0,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,NA,6,6,5,6,3,3,2,2,0,0,NA,NA,2,2,0,NA,0,3,7,0,0,3,0,NA,5,NA,0,1,NA,0,NA,5,NA,0,NA,1,NA,NA,NA,2699,1,4,NA
3,0,1,2,NA,2,2,NA,0,NA,1,NA,0,NA,0,NA,0,0,0,1,1,0,0,0,NA,NA,NA,NA,5,5,5,0,0,1,1,0,0,0,NA,NA,1,1,0,NA,0,1,NA,0,NA,0,0,2,5,4,0,0,0,0,0,3,0,0,0,0,0,NA,NA,2700,1,4,NA
3,0,1,3,3,3,4,3,0,NA,0,NA,NA,NA,NA,0,4,NA,1,3,0,0,0,0,NA,NA,NA,NA,5,NA,4,NA,0,NA,5,NA,1,NA,NA,NA,2,2,0,NA,0,1,7,0,0,3,0,NA,5,NA,0,0,NA,0,NA,5,NA,0,NA,0,NA,NA,NA,2701,1,4,NA
3,1,1,3,3,2,1,1,0,NA,0,NA,NA,NA,NA,2,0,0,3,0,0,0,0,0,NA,NA,NA,NA,5,5,6,3,1,0,3,0,0,0,NA,NA,0,0,0,NA,3,5,5,1,0,0,0,2,5,4,0,0,0,0,0,5,0,0,0,0,1,NA,NA,2702,1,4,NA
3,0,0,3,3,2,2,2,1,NA,0,NA,0,0,5,5,3,0,0,0,0,0,0,0,NA,NA,NA,NA,6,5,6,4,0,0,1,0,0,0,NA,NA,1,1,0,NA,0,3,5,0,0,3,2,2,5,4,0,0,0,0,0,5,0,0,0,1,2,NA,NA,2703,1,4,NA
3,0,1,2,0,1,0,0,0,NA,0,NA,0,0,0,3,1,0,2,0,2,0,0,0,NA,NA,NA,NA,5,5,5,4,0,0,2,NA,0,0,NA,NA,0,0,0,NA,0,5,5,0,0,3,NA,2,5,5,0,0,0,0,1,5,3,0,0,1,1,NA,NA,2704,1,4,NA
3,0,1,2,2,2,0,0,0,NA,0,NA,0,0,0,0,4,1,3,NA,2,NA,NA,0,NA,NA,NA,NA,5,4,5,2,0,0,0,0,1,NA,NA,NA,1,1,0,NA,0,1,4,0,0,2,0,2,6,4,0,1,0,NA,0,5,0,1,0,1,0,NA,NA,2705,1,4,NA
3,0,1,2,2,2,0,0,0,NA,0,NA,0,NA,0,0,NA,NA,5,0,0,0,0,0,NA,NA,NA,NA,5,5,5,4,1,1,3,0,0,0,NA,NA,1,0,0,NA,0,3,7,0,0,3,1,0,6,NA,0,0,0,0,0,4,NA,2,NA,0,1,NA,NA,2706,1,4,NA
3,0,0,5,4,1,5,4,0,NA,0,NA,NA,NA,0,3,NA,NA,3,0,0,0,0,0,NA,NA,NA,NA,5,5,3,0,0,0,0,0,0,0,NA,NA,1,1,0,NA,3,1,1,0,0,3,0,2,6,5,1,0,0,0,0,4,3,3,0,0,0,NA,NA,2707,1,4,NA
3,0,1,4,4,3,2,1,0,NA,0,NA,0,0,2,4,4,1,5,2,1,0,0,0,NA,NA,NA,NA,6,5,6,3,2,0,NA,NA,NA,0,NA,NA,2,1,0,NA,3,3,7,0,0,4,0,NA,5,NA,0,NA,0,0,0,5,NA,0,NA,4,NA,NA,NA,2708,1,4,NA
3,NA,1,1,NA,NA,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,NA,NA,NA,NA,5,5,5,0,0,2,3,0,0,0,NA,NA,0,0,0,NA,0,3,1,0,0,3,0,0,5,4,0,0,0,0,0,1,0,0,0,0,0,NA,NA,2709,1,4,NA
4,0,1,0,2,NA,0,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,5,5,5,4,0,0,0,0,0,0,NA,NA,0,0,0,NA,3,0,7,0,0,NA,0,0,5,4,0,0,5,0,1,5,0,0,0,0,0,NA,NA,2710,1,4,NA
3,0,0,4,3,0,5,3,0,NA,0,NA,NA,NA,2,0,NA,NA,0,3,3,0,0,0,NA,NA,NA,NA,6,5,5,4,1,0,4,0,0,0,NA,NA,1,2,0,NA,1,3,4,0,0,3,0,2,6,4,2,1,0,0,1,5,0,2,0,1,2,NA,NA,2711,1,4,NA
